1,309,0.00073575973510742188
2,51,0.00013637542724609375
3,150,0.00182485580444335938
4,107,0.00031280517578125000
5,900,0.00016212463378906250
6,1735,0.00037074089050292969
7,1458,0.00218534469604492188
8,13549094,24.27530550956726074219
1,309,0.415802001953125
2,51,0.13685226440429688
3,150,1.7933845520019531
4,107,0.3113746643066406
5,900,0.8137226104736328
6,1735,0.5621910095214844
7,1458,11.36469841003418
8,13549094,23452.507495880127
1,309,2.2585391998291016
2,51,0.13971328735351562
3,150,1.8393993377685547
4,107,0.31375885009765625
5,900,0.20003318786621094
6,1735,1.9803047180175781
7,1458,6.63447380065918
8,13549094,23304.20708656311
