n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
470,-,0.00600,0.00500,0.04901,0.04950,0.04902
471,-,0.00600,0.00500,0.04951,0.05000,0.04906
472,-,0.00596,0.00550,0.04950,0.05051,0.04950
473,-,0.00600,0.00550,0.04951,0.05050,0.04951
474,-,0.00550,0.00550,0.04850,0.04954,0.04900
475,-,0.00550,0.00650,0.04952,0.04900,0.04901
476,-,0.00550,0.00550,0.04901,0.04850,0.04951
477,-,0.00550,0.00500,0.04800,0.04851,0.04950
478,-,0.00550,0.00550,0.04801,0.04950,0.05101
479,-,0.00550,0.00550,0.04950,0.05001,0.05100
480,-,0.00550,0.00500,0.04901,0.04901,0.04901
481,-,0.00600,0.00500,0.04900,0.05001,0.04801
482,-,0.00601,0.00550,0.04950,0.04901,0.04950
483,-,0.00550,0.00550,0.04951,0.05050,0.04951
484,-,0.00600,0.00600,0.04950,0.04851,0.04950
485,-,0.00600,0.00550,0.05001,0.05000,0.04901
486,-,0.00550,0.00550,0.04952,0.04851,0.04950
487,-,0.00500,0.00601,0.05050,0.04851,0.04900
488,-,0.00550,0.00550,0.04951,0.05000,0.04951
489,-,0.00600,0.00600,0.05050,0.05205,0.05100
490,-,0.00600,0.00550,0.04951,0.04900,0.04951
491,-,0.00600,0.00550,0.04900,0.05051,0.04900
492,-,0.00601,0.00550,0.04950,0.04901,0.04950
493,-,0.00600,0.00550,0.04951,0.04950,0.04851
494,-,0.00550,0.00550,0.04900,0.04851,0.04900
495,-,0.00551,0.00550,0.04901,0.04850,0.04901
496,-,0.00550,0.00550,0.04850,0.04951,0.04950
497,-,0.00550,0.00551,0.04900,0.04951,0.05100
498,-,0.00650,0.00600,0.04901,0.04900,0.04951
499,-,0.00600,0.00550,0.04850,0.04951,0.04900
500,-,0.00600,0.00500,0.04901,0.04950,0.04901
